minecraft:stone_bricks;;3;61;3;NULL
minecraft:stone_bricks;;3;61;4;NULL
minecraft:stone_bricks;;3;61;5;NULL
minecraft:stone_bricks;;3;61;6;NULL
minecraft:stone_bricks;;3;61;7;NULL
minecraft:stone_bricks;;3;61;8;NULL
minecraft:stone_bricks;;3;61;9;NULL
minecraft:stone_bricks;;3;61;10;NULL
minecraft:stone_bricks;;3;61;11;NULL
minecraft:stone_bricks;;3;61;12;NULL
minecraft:stone_bricks;;3;61;13;NULL
minecraft:stone_bricks;;3;61;14;NULL
minecraft:stone_bricks;;3;61;15;NULL
minecraft:stone_bricks;;3;61;16;NULL
minecraft:stone_bricks;;3;61;17;NULL
minecraft:stone_bricks;;3;61;18;NULL
minecraft:stone_bricks;;3;61;19;NULL
minecraft:stone_bricks;;3;61;20;NULL
minecraft:stone_bricks;;3;61;21;NULL
minecraft:stone_bricks;;3;61;22;NULL
minecraft:stone_bricks;;3;61;23;NULL
minecraft:stone_bricks;;3;61;24;NULL
minecraft:stone_bricks;;3;61;25;NULL
minecraft:stone_bricks;;3;61;26;NULL
minecraft:stone_bricks;;3;61;27;NULL
minecraft:stone_bricks;;3;61;28;NULL
minecraft:stone_bricks;;3;61;29;NULL
minecraft:stone_bricks;;3;61;30;NULL
minecraft:stone_bricks;;3;61;31;NULL
minecraft:stone_bricks;;3;61;32;NULL
minecraft:stone_bricks;;3;61;33;NULL
minecraft:stone_bricks;;3;61;34;NULL
minecraft:stone_bricks;;3;61;35;NULL
minecraft:stone_bricks;;3;61;36;NULL
minecraft:stone_bricks;;3;61;37;NULL
minecraft:stone_bricks;;3;61;38;NULL
minecraft:stone_bricks;;3;61;39;NULL
minecraft:stone_bricks;;3;61;40;NULL
minecraft:stone_bricks;;3;61;41;NULL
minecraft:stone_bricks;;3;61;42;NULL
minecraft:stone_bricks;;3;61;43;NULL
minecraft:stone_bricks;;3;61;44;NULL
minecraft:stone_bricks;;3;61;45;NULL
minecraft:stone_bricks;;3;61;46;NULL
minecraft:stone_bricks;;3;61;47;NULL
minecraft:stone_bricks;;3;61;48;NULL
minecraft:stone_bricks;;3;61;49;NULL
minecraft:stone_bricks;;3;61;50;NULL
minecraft:stone_bricks;;3;61;51;NULL
minecraft:stone_bricks;;3;61;52;NULL
minecraft:stone_bricks;;3;61;53;NULL
minecraft:stone_bricks;;3;61;54;NULL
minecraft:stone_bricks;;3;61;55;NULL
minecraft:stone_bricks;;3;61;56;NULL
minecraft:stone_bricks;;3;61;57;NULL
minecraft:stone_bricks;;3;61;58;NULL
minecraft:stone_bricks;;3;61;59;NULL
minecraft:stone_bricks;;3;61;60;NULL
minecraft:stone_bricks;;3;61;61;NULL
minecraft:stone_bricks;;3;61;62;NULL
minecraft:stone_bricks;;3;61;63;NULL
minecraft:stone_bricks;;4;61;3;NULL
minecraft:stone;;4;61;4;NULL
minecraft:stone;;4;61;5;NULL
minecraft:stone;;4;61;6;NULL
minecraft:stone;;4;61;7;NULL
minecraft:stone;;4;61;8;NULL
minecraft:stone;;4;61;9;NULL
minecraft:stone;;4;61;10;NULL
minecraft:stone;;4;61;11;NULL
minecraft:stone;;4;61;12;NULL
minecraft:stone;;4;61;13;NULL
minecraft:stone;;4;61;14;NULL
minecraft:stone;;4;61;15;NULL
minecraft:stone;;4;61;16;NULL
minecraft:stone;;4;61;17;NULL
minecraft:stone;;4;61;18;NULL
minecraft:stone;;4;61;19;NULL
minecraft:stone;;4;61;20;NULL
minecraft:stone;;4;61;21;NULL
minecraft:stone;;4;61;22;NULL
minecraft:stone;;4;61;23;NULL
minecraft:stone;;4;61;24;NULL
minecraft:stone;;4;61;25;NULL
minecraft:stone;;4;61;26;NULL
minecraft:stone;;4;61;27;NULL
minecraft:stone;;4;61;28;NULL
minecraft:stone;;4;61;29;NULL
minecraft:stone;;4;61;30;NULL
minecraft:stone;;4;61;31;NULL
minecraft:stone;;4;61;32;NULL
minecraft:stone;;4;61;33;NULL
minecraft:stone;;4;61;34;NULL
minecraft:stone;;4;61;35;NULL
minecraft:stone;;4;61;36;NULL
minecraft:stone;;4;61;37;NULL
minecraft:stone;;4;61;38;NULL
minecraft:stone;;4;61;39;NULL
minecraft:stone;;4;61;40;NULL
minecraft:stone;;4;61;41;NULL
minecraft:stone;;4;61;42;NULL
minecraft:stone;;4;61;43;NULL
minecraft:stone;;4;61;44;NULL
minecraft:stone;;4;61;45;NULL
minecraft:stone;;4;61;46;NULL
minecraft:stone;;4;61;47;NULL
minecraft:stone;;4;61;48;NULL
minecraft:stone;;4;61;49;NULL
minecraft:stone;;4;61;50;NULL
minecraft:stone;;4;61;51;NULL
minecraft:stone;;4;61;52;NULL
minecraft:stone;;4;61;53;NULL
minecraft:stone;;4;61;54;NULL
minecraft:stone;;4;61;55;NULL
minecraft:stone;;4;61;56;NULL
minecraft:stone;;4;61;57;NULL
minecraft:stone;;4;61;58;NULL
minecraft:stone;;4;61;59;NULL
minecraft:stone;;4;61;60;NULL
minecraft:stone;;4;61;61;NULL
minecraft:stone;;4;61;62;NULL
minecraft:stone_bricks;;4;61;63;NULL
minecraft:stone_bricks;;5;61;3;NULL
minecraft:stone;;5;61;4;NULL
minecraft:stone;;5;61;5;NULL
minecraft:stone;;5;61;6;NULL
minecraft:stone;;5;61;7;NULL
minecraft:stone;;5;61;8;NULL
minecraft:stone;;5;61;9;NULL
minecraft:stone;;5;61;10;NULL
minecraft:stone;;5;61;11;NULL
minecraft:stone;;5;61;12;NULL
